Auftragskonto;Buchungstag;Valutadatum;Buchungstext;Verwendungszweck;Glaeubiger-ID;Mandatsreferenz;Kundenreferenz (End-to-End);Sammlerreferenz;Lastschrift Ursprungsbetrag;Auslagenersatz Ruecklastschrift;Beguenstigter/Zahlungspflichtiger;Kontonummer/IBAN;BIC (SWIFT-Code);Betrag;Waehrung;Info
DE02 1001 0010 0123 4567 89;04.02.2024;04.02.2024;Gutschrift;Hausgeld 02/2024 EH-003;;;TX-00117;;;;Hiltrud Speer;DE33100700008069901627;COBADEFFXXX;10,20;EUR;Saldo: 131024,37
DE02 1001 0010 0123 4567 89;04.02.2024;04.02.2024;Gutschrift;Hausgeld 02/2024 EH-046;;;TX-00118;;;;Dorothe Wulf;DE95100700004531473799;DEUTDEBB101;13,95;EUR;Saldo: 131038,32
DE02 1001 0010 0123 4567 89;04.02.2024;04.02.2024;Gutschrift;Hausgeld 02/2024 EH-008;;;TX-00119;;;;Xenia Conradi;DE85100500001351823374;HYVEDEMMXXX;7,86;EUR;Saldo: 131046,18
DE02 1001 0010 0123 4567 89;04.02.2024;04.02.2024;Ueberweisung;Rechnung R20240130 Dachdecker Richter;;;TX-00120;;;;Dachdecker Richter;DE46120300006590515186;BYLADEM1001;-975,80;EUR;Saldo: 130070,38
DE02 1001 0010 0123 4567 89;05.02.2024;05.02.2024;Gutschrift;Hausgeld 02/2024 EH-047,EH-033;;;TX-00121;;;;Gertraud Holsten;DE43100700001171822782;GENODEF1P01;37,61;EUR;Saldo: 130107,99
DE02 1001 0010 0123 4567 89;05.02.2024;05.02.2024;Gutschrift;Hausgeld 02/2024 EH-043,EH-015;;;TX-00122;;;;Erdal Beckmann;DE83100100105183473829;DEUTDEBB101;34,35;EUR;Saldo: 130142,34
DE02 1001 0010 0123 4567 89;05.02.2024;05.02.2024;Gutschrift;Hausgeld 02/2024 EH-027,EH-026;;;TX-00123;;;;Winfried Ullmann;DE31120300003178108013;DEUTDEBB101;28,76;EUR;Saldo: 130171,10
DE02 1001 0010 0123 4567 89;05.02.2024;05.02.2024;Gutschrift;Hausgeld 02/2024 EH-020;;;TX-00124;;;;Silja Henschel;DE93120300004641708053;COBADEFFXXX;7,58;EUR;Saldo: 130178,68
DE02 1001 0010 0123 4567 89;05.02.2024;05.02.2024;Gutschrift;Hausgeld 02/2024 EH-051;;;TX-00125;;;;Jo Reuter;DE64370400443634957885;BELADEBEXXX;13,95;EUR;Saldo: 130192,63
DE02 1001 0010 0123 4567 89;05.02.2024;05.02.2024;Ueberweisung;Rechnung 2024/00099 BSR Berliner Stadtreinigung;;;TX-00126;;;;BSR Berliner Stadtreinigung;DE49120300001774490581;DEUTDEBB101;-1685,04;EUR;Saldo: 128507,59
DE02 1001 0010 0123 4567 89;10.02.2024;10.02.2024;Ueberweisung;Rechnung 2024/00091 Allianz Versicherungs-AG;;;TX-00127;;;;Allianz Versicherungs-AG;DE64100701245160607159;GENODEF1P01;-5057,50;EUR;Saldo: 123450,09
DE02 1001 0010 0123 4567 89;13.02.2024;13.02.2024;Ueberweisung;Rechnung R20240025 Reinigungsservice Kowalski;;;TX-00128;;;;Reinigungsservice Kowalski;DE44100701245991022901;DEUTDEBB101;-310,83;EUR;Saldo: 123139,26
DE02 1001 0010 0123 4567 89;21.02.2024;21.02.2024;Ueberweisung;Rechnung R20240049 Gaertnerei Gruener Daumen;;;TX-00129;;;;Gaertnerei Gruener Daumen;DE95370400443815614978;BYLADEM1001;-118,05;EUR;Saldo: 123021,21
DE02 1001 0010 0123 4567 89;28.02.2024;28.02.2024;Ueberweisung;Kontofuehrungsgebuehr 02/2024;;;TX-00130;;;;Postbank Berlin;DE02 1001 0010 0123 4567 89;PBNKDEFFXXX;-12,50;EUR;Saldo: 123008,71
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Miete 03/2024 EH-025;;;TX-00131;;;;Julius Nette;DE94120300004034471349;HYVEDEMMXXX;1676,00;EUR;Saldo: 124684,71
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Miete 03/2024 EH-051;;;TX-00132;;;;Horst-Günter Zänker;DE52100700006717565512;DEUTDEBB101;1537,00;EUR;Saldo: 126221,71
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Miete 03/2024 EH-045;;;TX-00133;;;;Chantal Täsche;DE80370400447710932480;DEUTDEBB101;1256,00;EUR;Saldo: 127477,71
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Miete 03/2024 EH-023;;;TX-00134;;;;David Jenkins;DE86100701244677378263;GENODEF1P01;1767,00;EUR;Saldo: 129244,71
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Miete 03/2024 EH-003;;;TX-00135;;;;Ferenc Stahr;DE71100700004044997278;BYLADEM1001;1070,00;EUR;Saldo: 130314,71
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Miete 03/2024 EH-046;;;TX-00136;;;;Ewa Thies;DE93120300000262174596;COBADEFFXXX;1726,00;EUR;Saldo: 132040,71
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Miete 03/2024 EH-035;;;TX-00137;;;;Louise Ladeck;DE93100500007098593174;DEUTDEBB101;1496,00;EUR;Saldo: 133536,71
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Miete 03/2024 EH-019;;;TX-00138;;;;Jasmin Trub;DE29120300005766156545;BELADEBEXXX;1206,00;EUR;Saldo: 134742,71
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Miete 03/2024 EH-006;;;TX-00139;;;;Kamil Trub;DE95370400442809885165;HYVEDEMMXXX;983,00;EUR;Saldo: 135725,71
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Hausgeld 03/2024 EH-037,EH-032;;;TX-00140;;;;Marcus Dowerg;DE24100500002528809570;BYLADEM1001;32,51;EUR;Saldo: 135758,22
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Hausgeld 03/2024 EH-007,EH-024;;;TX-00141;;;;Josefine Nohlmans;DE23100701246566701065;PBNKDEFFXXX;26,28;EUR;Saldo: 135784,50
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Hausgeld 03/2024 EH-052,EH-050;;;TX-00142;;;;Ingbert Nerger;DE46100100101838425135;PBNKDEFFXXX;11,33;EUR;Saldo: 135795,83
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Hausgeld 03/2024 EH-042;;;TX-00143;;;;Mina Textor;DE38100700007214895134;HYVEDEMMXXX;16,93;EUR;Saldo: 135812,76
DE02 1001 0010 0123 4567 89;01.03.2024;01.03.2024;Gutschrift;Hausgeld 03/2024 EH-008;;;TX-00144;;;;Xenia Conradi;DE85100500001351823374;HYVEDEMMXXX;7,86;EUR;Saldo: 135820,62
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Miete 03/2024 EH-049;;;TX-00145;;;;Joanna Schäfer;DE83100701245940139904;COBADEFFXXX;2019,00;EUR;Saldo: 137839,62
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Miete 03/2024 EH-002;;;TX-00146;;;;Marliese Hermann;DE73100500009636057662;COBADEFFXXX;864,00;EUR;Saldo: 138703,62
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Miete 03/2024 EH-022;;;TX-00147;;;;Alwine Sager;DE31100100104556238692;PBNKDEFFXXX;1460,00;EUR;Saldo: 140163,62
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Miete 03/2024 EH-010;;;TX-00148;;;;Kiara Mcintyre;DE54100701244740748217;GENODEF1P01;1583,00;EUR;Saldo: 141746,62
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Miete 03/2024 EH-032;;;TX-00149;;;;Magrit Mitschke;DE71120300002328588424;HYVEDEMMXXX;901,00;EUR;Saldo: 142647,62
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Miete 03/2024 EH-050;;;TX-00150;;;;Jörgen Seidel;DE72100700002675869261;GENODEF1P01;1006,00;EUR;Saldo: 143653,62
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Miete 03/2024 EH-042;;;TX-00151;;;;Anika Zimmer;DE21370400441585064317;BELADEBEXXX;1925,00;EUR;Saldo: 145578,62
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Miete 03/2024 EH-041;;;TX-00152;;;;Galina Wohlgemut;DE86100500009318393352;COBADEFFXXX;2111,00;EUR;Saldo: 147689,62
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Miete 03/2024 EH-009;;;TX-00153;;;;Anette Vogt;DE22100700008569847896;HYVEDEMMXXX;1330,00;EUR;Saldo: 149019,62
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Hausgeld 03/2024 EH-043,EH-015;;;TX-00154;;;;Erdal Beckmann;DE83100100105183473829;DEUTDEBB101;34,35;EUR;Saldo: 149053,97
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Hausgeld 03/2024 EH-031,EH-035;;;TX-00155;;;;Caroline Bohlander;DE36100701241241182449;BELADEBEXXX;30,88;EUR;Saldo: 149084,85
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Hausgeld 03/2024 EH-005,EH-036;;;TX-00156;;;;Kunigunda Ditschlerin;DE80100100101640052427;BELADEBEXXX;35,63;EUR;Saldo: 149120,48
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Hausgeld 03/2024 EH-034,EH-010;;;TX-00157;;;;Wolfgang Hettner;DE24100700004019655698;DEUTDEBB101;34,57;EUR;Saldo: 149155,05
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Hausgeld 03/2024 EH-029;;;TX-00158;;;;Tom Hartmann;DE52100701244873471434;BYLADEM1001;19,76;EUR;Saldo: 149174,81
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Hausgeld 03/2024 EH-040;;;TX-00159;;;;Gottlob Hahn;DE63100500003166587603;DEUTDEBB101;11,97;EUR;Saldo: 149186,78
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Hausgeld 03/2024 EH-013;;;TX-00160;;;;Willfried Harloff;DE72370400446688937346;COBADEFFXXX;13,81;EUR;Saldo: 149200,59
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Hausgeld 03/2024 EH-022;;;TX-00161;;;;Oswald Gröttner;DE97100100104966319314;GENODEF1P01;12,32;EUR;Saldo: 149212,91
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Hausgeld 03/2024 EH-046;;;TX-00162;;;;Dorothe Wulf;DE95100700004531473799;DEUTDEBB101;13,95;EUR;Saldo: 149226,86
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Gutschrift;Hausgeld 03/2024 EH-051;;;TX-00163;;;;Jo Reuter;DE64370400443634957885;BELADEBEXXX;13,95;EUR;Saldo: 149240,81
DE02 1001 0010 0123 4567 89;02.03.2024;02.03.2024;Ueberweisung;Rechnung RE-2024-0148 SecureLock Systems Ltd.;;;TX-00164;;;;SecureLock Systems Ltd.;DE92100700002546291486;HYVEDEMMXXX;-131,50;EUR;Saldo: 149109,31
DE02 1001 0010 0123 4567 89;03.03.2024;03.03.2024;Gutschrift;Miete 03/2024 EH-021;;;TX-00165;;;;Edelgard Wulf;DE99100100100249947174;DEUTDEBB101;1511,00;EUR;Saldo: 150620,31
DE02 1001 0010 0123 4567 89;03.03.2024;03.03.2024;Gutschrift;Miete 03/2024 EH-013;;;TX-00166;;;;Steffi Riehl;DE76370400445168087603;BYLADEM1001;1653,00;EUR;Saldo: 152273,31
DE02 1001 0010 0123 4567 89;03.03.2024;03.03.2024;Gutschrift;Miete 03/2024 EH-016;;;TX-00167;;;;Peggy Hein;DE91120300008091343161;BELADEBEXXX;1863,00;EUR;Saldo: 154136,31
DE02 1001 0010 0123 4567 89;03.03.2024;03.03.2024;Gutschrift;Miete Wilma Roht;;;TX-00168;;;;Wilma Roht;DE11100100103695944064;GENODEF1P01;1127,00;EUR;Saldo: 155263,31
DE02 1001 0010 0123 4567 89;03.03.2024;03.03.2024;Gutschrift;Miete 03/2024 EH-034;;;TX-00169;;;;Hanna Schweitzer;DE49370400443953394210;HYVEDEMMXXX;2404,00;EUR;Saldo: 157667,31
DE02 1001 0010 0123 4567 89;03.03.2024;03.03.2024;Gutschrift;Miete 03/2024 EH-029;;;TX-00170;;;;Edeltraud Renner;DE57100701246851604817;BELADEBEXXX;2091,00;EUR;Saldo: 159758,31
DE02 1001 0010 0123 4567 89;03.03.2024;03.03.2024;Gutschrift;Miete 03/2024 EH-031;;;TX-00171;;;;Carsten Austermühle;DE26100100102053950240;BELADEBEXXX;1914,00;EUR;Saldo: 161672,31
DE02 1001 0010 0123 4567 89;03.03.2024;03.03.2024;Gutschrift;Miete 03/2024 EH-037;;;TX-00172;;;;Björn Weinhage;DE97100500009084700766;COBADEFFXXX;4096,00;EUR;Saldo: 165768,31
DE02 1001 0010 0123 4567 89;03.03.2024;03.03.2024;Gutschrift;Hausgeld 03/2024 EH-018;;;TX-00173;;;;Irmingard Margraf;DE36100701246299468044;DEUTDEBB101;1,63;EUR;Saldo: 165769,94
DE02 1001 0010 0123 4567 89;03.03.2024;03.03.2024;Gutschrift;Hausgeld 03/2024 EH-003;;;TX-00174;;;;Hiltrud Speer;DE33100700008069901627;COBADEFFXXX;10,20;EUR;Saldo: 165780,14
DE02 1001 0010 0123 4567 89;03.03.2024;03.03.2024;Gutschrift;Hausgeld 03/2024 EH-021;;;TX-00175;;;;Dörthe Hövel;DE62370400445494808313;DEUTDEBB101;13,46;EUR;Saldo: 165793,60
DE02 1001 0010 0123 4567 89;03.03.2024;03.03.2024;Ueberweisung;Rechnung INV-2024-0093 Vattenfall Europe Sales GmbH;;;TX-00176;;;;Vattenfall Europe Sales GmbH;DE85100100105297516136;DEUTDEBB101;-3747,83;EUR;Saldo: 162045,77
DE02 1001 0010 0123 4567 89;04.03.2024;04.03.2024;Gutschrift;Hausgeld 03/2024 EH-047,EH-033;;;TX-00177;;;;Gertraud Holsten;DE43100700001171822782;GENODEF1P01;37,61;EUR;Saldo: 162083,38
DE02 1001 0010 0123 4567 89;04.03.2024;04.03.2024;Gutschrift;Hausgeld 03/2024 EH-025,EH-049;;;TX-00178;;;;Arnulf Heintze;DE85100701245787133150;GENODEF1P01;36,83;EUR;Saldo: 162120,21
DE02 1001 0010 0123 4567 89;04.03.2024;04.03.2024;Gutschrift;Hausgeld 03/2024 EH-019,EH-009;;;TX-00179;;;;Hulda Eckbauer;DE58100500002602563421;HYVEDEMMXXX;21,60;EUR;Saldo: 162141,81
DE02 1001 0010 0123 4567 89;04.03.2024;04.03.2024;Gutschrift;Hausgeld 03/2024 EH-011,EH-017;;;TX-00180;;;;Kranz Vermoegensverwaltung;DE61100500003036541458;BELADEBEXXX;27,48;EUR;Saldo: 162169,29
DE02 1001 0010 0123 4567 89;04.03.2024;04.03.2024;Gutschrift;Hausgeld 03/2024 EH-001,EH-030;;;TX-00181;;;;Osman Jacob;DE49100700003561595148;BELADEBEXXX;32,73;EUR;Saldo: 162202,02
DE02 1001 0010 0123 4567 89;04.03.2024;04.03.2024;Gutschrift;Hausgeld 03/2024 EH-014;;;TX-00182;;;;Ingolf Röhricht;DE57100100109232719374;PBNKDEFFXXX;13,95;EUR;Saldo: 162215,97
DE02 1001 0010 0123 4567 89;04.03.2024;04.03.2024;Gutschrift;Hausgeld 03/2024 EH-006;;;TX-00183;;;;Markus Fliegner;DE83120300005204711671;BELADEBEXXX;8,36;EUR;Saldo: 162224,33
DE02 1001 0010 0123 4567 89;04.03.2024;04.03.2024;Ueberweisung;Rechnung R20240137 Dachdecker Richter;;;TX-00184;;;;Dachdecker Richter;DE46120300006590515186;BYLADEM1001;-283,22;EUR;Saldo: 161941,11
DE02 1001 0010 0123 4567 89;04.03.2024;04.03.2024;Ueberweisung;Rechnung R20240050 Gaertnerei Gruener Daumen;;;TX-00185;;;;Gaertnerei Gruener Daumen;DE95370400443815614978;BYLADEM1001;-343,67;EUR;Saldo: 161597,44
DE02 1001 0010 0123 4567 89;05.03.2024;05.03.2024;Gutschrift;Hausgeld 03/2024 EH-027,EH-026;;;TX-00186;;;;Winfried Ullmann;DE31120300003178108013;DEUTDEBB101;28,76;EUR;Saldo: 161626,20
DE02 1001 0010 0123 4567 89;05.03.2024;05.03.2024;Gutschrift;Hausgeld 03/2024 EH-048,EH-044;;;TX-00187;;;;Anni Wagenknecht;DE37100100106474687234;COBADEFFXXX;26,21;EUR;Saldo: 161652,41
DE02 1001 0010 0123 4567 89;05.03.2024;05.03.2024;Gutschrift;Hausgeld 03/2024 EH-012,EH-028;;;TX-00188;;;;Dunja Schacht;DE96120300008820812191;HYVEDEMMXXX;33,86;EUR;Saldo: 161686,27
DE02 1001 0010 0123 4567 89;05.03.2024;05.03.2024;Gutschrift;Hausgeld 03/2024 EH-023,EH-016;;;TX-00189;;;;Dominic Jacobs;DE97100700008262045053;PBNKDEFFXXX;33,57;EUR;Saldo: 161719,84
DE02 1001 0010 0123 4567 89;05.03.2024;05.03.2024;Gutschrift;Hausgeld 03/2024 EH-045;;;TX-00190;;;;Ronald Kelley;DE64120300006936763201;PBNKDEFFXXX;10,84;EUR;Saldo: 161730,68
DE02 1001 0010 0123 4567 89;05.03.2024;05.03.2024;Gutschrift;Hausgeld 03/2024 EH-020;;;TX-00191;;;;Silja Henschel;DE93120300004641708053;COBADEFFXXX;7,58;EUR;Saldo: 161738,26
DE02 1001 0010 0123 4567 89;05.03.2024;05.03.2024;Gutschrift;Hausgeld 03/2024 EH-041;;;TX-00192;;;;Sükrü Aumann;DE65100100108506716572;PBNKDEFFXXX;17,43;EUR;Saldo: 161755,69
DE02 1001 0010 0123 4567 89;05.03.2024;05.03.2024;Gutschrift;Hausgeld 03/2024 EH-004;;;TX-00193;;;;Harro Bloch;DE99370400442408240084;PBNKDEFFXXX;9,85;EUR;Saldo: 161765,54
DE02 1001 0010 0123 4567 89;06.03.2024;06.03.2024;Ueberweisung;Rechnung 2024/00095 GASAG Berliner Gaswerke AG;;;TX-00194;;;;GASAG Berliner Gaswerke AG;DE92100500005218188355;HYVEDEMMXXX;-23044,58;EUR;Saldo: 138720,96
DE02 1001 0010 0123 4567 89;11.03.2024;11.03.2024;Ueberweisung;Rechnung R20240026 Reinigungsservice Kowalski;;;TX-00195;;;;Reinigungsservice Kowalski;DE44100701245991022901;DEUTDEBB101;-398,41;EUR;Saldo: 138322,55
DE02 1001 0010 0123 4567 89;12.03.2024;12.03.2024;Ueberweisung;Rechnung R20240143 Dachdecker Richter;;;TX-00196;;;;Dachdecker Richter;DE46120300006590515186;BYLADEM1001;-1616,73;EUR;Saldo: 136705,82
DE02 1001 0010 0123 4567 89;17.03.2024;17.03.2024;Ueberweisung;Rechnung R20240104 Elektro Schmidt e.K.;;;TX-00197;;;;Elektro Schmidt e.K.;DE83100100101998679807;BELADEBEXXX;-569,42;EUR;Saldo: 136136,40
DE02 1001 0010 0123 4567 89;19.03.2024;19.03.2024;Ueberweisung;Rechnung R20240002 Hausmeister Mueller GmbH;;;TX-00198;;;;Hausmeister Mueller GmbH;DE94100701240494519832;DEUTDEBB101;-1147,64;EUR;Saldo: 134988,76
DE02 1001 0010 0123 4567 89;23.03.2024;23.03.2024;Ueberweisung;Rechnung R20240157 TechClean International;;;TX-00199;;;;TechClean International;DE34100100106850542357;PBNKDEFFXXX;-1436,33;EUR;Saldo: 133552,43
DE02 1001 0010 0123 4567 89;28.03.2024;28.03.2024;Ueberweisung;Rechnung 2024/00089 Schornsteinfegermeister Bauer;;;TX-00200;;;;Schornsteinfegermeister Bauer;DE32100500004324451076;PBNKDEFFXXX;-97,58;EUR;Saldo: 133454,85
DE02 1001 0010 0123 4567 89;28.03.2024;28.03.2024;Ueberweisung;Kontofuehrungsgebuehr 03/2024;;;TX-00201;;;;Postbank Berlin;DE02 1001 0010 0123 4567 89;PBNKDEFFXXX;-12,50;EUR;Saldo: 133442,35
DE02 1001 0010 0123 4567 89;31.03.2024;31.03.2024;Ueberweisung;Rechnung R20240051 Gaertnerei Gruener Daumen;;;TX-00202;;;;Gaertnerei Gruener Daumen;DE95370400443815614978;BYLADEM1001;-827,05;EUR;Saldo: 132615,30
DE02 1001 0010 0123 4567 89;01.04.2024;01.04.2024;Gutschrift;Miete 04/2024 EH-025;;;TX-00203;;;;Julius Nette;DE94120300004034471349;HYVEDEMMXXX;1676,00;EUR;Saldo: 134291,30
DE02 1001 0010 0123 4567 89;01.04.2024;01.04.2024;Gutschrift;Miete 04/2024 EH-002;;;TX-00204;;;;Marliese Hermann;DE73100500009636057662;COBADEFFXXX;864,00;EUR;Saldo: 135155,30
DE02 1001 0010 0123 4567 89;01.04.2024;01.04.2024;Gutschrift;Miete 04/2024 EH-032;;;TX-00205;;;;Magrit Mitschke;DE71120300002328588424;HYVEDEMMXXX;901,00;EUR;Saldo: 136056,30
DE02 1001 0010 0123 4567 89;01.04.2024;01.04.2024;Gutschrift;Miete 04/2024 EH-037;;;TX-00206;;;;Björn Weinhage;DE97100500009084700766;COBADEFFXXX;4096,00;EUR;Saldo: 140152,30
DE02 1001 0010 0123 4567 89;01.04.2024;01.04.2024;Gutschrift;Miete 04/2024 EH-019;;;TX-00207;;;;Jasmin Trub;DE29120300005766156545;BELADEBEXXX;1206,00;EUR;Saldo: 141358,30
DE02 1001 0010 0123 4567 89;01.04.2024;01.04.2024;Gutschrift;Hausgeld 04/2024 EH-037,EH-032;;;TX-00208;;;;Marcus Dowerg;DE24100500002528809570;BYLADEM1001;32,51;EUR;Saldo: 141390,81
DE02 1001 0010 0123 4567 89;01.04.2024;01.04.2024;Gutschrift;Hausgeld 04/2024 EH-022;;;TX-00209;;;;Oswald Gröttner;DE97100100104966319314;GENODEF1P01;12,32;EUR;Saldo: 141403,13
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Miete 04/2024 EH-049;;;TX-00210;;;;Joanna Schäfer;DE83100701245940139904;COBADEFFXXX;2019,00;EUR;Saldo: 143422,13
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Miete 04/2024 EH-045;;;TX-00211;;;;Chantal Täsche;DE80370400447710932480;DEUTDEBB101;1256,00;EUR;Saldo: 144678,13
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Miete 04/2024 EH-023;;;TX-00212;;;;David Jenkins;DE86100701244677378263;GENODEF1P01;1767,00;EUR;Saldo: 146445,13
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Miete 04/2024 EH-003;;;TX-00213;;;;Ferenc Stahr;DE71100700004044997278;BYLADEM1001;1070,00;EUR;Saldo: 147515,13
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Miete 04/2024 EH-016;;;TX-00214;;;;Peggy Hein;DE91120300008091343161;BELADEBEXXX;1863,00;EUR;Saldo: 149378,13
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Miete 04/2024 EH-022;;;TX-00215;;;;Alwine Sager;DE31100100104556238692;PBNKDEFFXXX;1460,00;EUR;Saldo: 150838,13
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Miete 04/2024 EH-010;;;TX-00216;;;;Kiara Mcintyre;DE54100701244740748217;GENODEF1P01;1583,00;EUR;Saldo: 152421,13
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Miete 04/2024 EH-029;;;TX-00217;;;;Edeltraud Renner;DE57100701246851604817;BELADEBEXXX;2091,00;EUR;Saldo: 154512,13
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Miete 04/2024 EH-050;;;TX-00218;;;;Jörgen Seidel;DE72100700002675869261;GENODEF1P01;1006,00;EUR;Saldo: 155518,13
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Miete 04/2024 EH-009;;;TX-00219;;;;Anette Vogt;DE22100700008569847896;HYVEDEMMXXX;1330,00;EUR;Saldo: 156848,13
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Miete 04/2024 EH-006;;;TX-00220;;;;Kamil Trub;DE95370400442809885165;HYVEDEMMXXX;983,00;EUR;Saldo: 157831,13
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Hausgeld 04/2024 EH-025,EH-049;;;TX-00221;;;;Arnulf Heintze;DE85100701245787133150;GENODEF1P01;36,83;EUR;Saldo: 157867,96
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Hausgeld 04/2024 EH-027,EH-026;;;TX-00222;;;;Winfried Ullmann;DE31120300003178108013;DEUTDEBB101;28,76;EUR;Saldo: 157896,72
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Hausgeld 04/2024 EH-002,EH-038;;;TX-00223;;;;Horst Vollbrecht;DE95100700009854353462;BELADEBEXXX;9,70;EUR;Saldo: 157906,42
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Hausgeld 04/2024 EH-029;;;TX-00224;;;;Tom Hartmann;DE52100701244873471434;BYLADEM1001;19,76;EUR;Saldo: 157926,18
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Hausgeld 04/2024 EH-013;;;TX-00225;;;;Willfried Harloff;DE72370400446688937346;COBADEFFXXX;13,81;EUR;Saldo: 157939,99
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Hausgeld 04/2024 EH-041;;;TX-00226;;;;Sükrü Aumann;DE65100100108506716572;PBNKDEFFXXX;17,43;EUR;Saldo: 157957,42
DE02 1001 0010 0123 4567 89;02.04.2024;02.04.2024;Gutschrift;Hausgeld 04/2024 EH-051;;;TX-00227;;;;Jo Reuter;DE64370400443634957885;BELADEBEXXX;13,95;EUR;Saldo: 157971,37
DE02 1001 0010 0123 4567 89;03.04.2024;03.04.2024;Gutschrift;Miete 04/2024 EH-021;;;TX-00228;;;;Edelgard Wulf;DE99100100100249947174;DEUTDEBB101;1511,00;EUR;Saldo: 159482,37
DE02 1001 0010 0123 4567 89;03.04.2024;03.04.2024;Gutschrift;Miete 04/2024 EH-051;;;TX-00229;;;;Horst-Günter Zänker;DE52100700006717565512;DEUTDEBB101;1537,00;EUR;Saldo: 161019,37
DE02 1001 0010 0123 4567 89;03.04.2024;03.04.2024;Gutschrift;Miete 04/2024 EH-013;;;TX-00230;;;;Steffi Riehl;DE76370400445168087603;BYLADEM1001;1653,00;EUR;Saldo: 162672,37
DE02 1001 0010 0123 4567 89;03.04.2024;03.04.2024;Gutschrift;Miete 04/2024 EH-046;;;TX-00231;;;;Ewa Thies;DE93120300000262174596;COBADEFFXXX;1726,00;EUR;Saldo: 164398,37
DE02 1001 0010 0123 4567 89;03.04.2024;03.04.2024;Gutschrift;Miete 04/2024 EH-039;;;TX-00232;;;;Wilma Roht;DE11100100103695944064;GENODEF1P01;1127,00;EUR;Saldo: 165525,37
